小区编号,小区面积,300m公交站点计数,300m站点密度,300m地铁站数量,300m地铁站点密度,地铁站周围300m公交线路数,:地铁站周围500m公交线路数,支路长度（m）,次干道长度（m）,主干道长度（m）,快速路长度（m）,总长（m）,支路密度（km/km2）,次干道密度(km/km2),主干道密度(km/km2),快速路密度(km/km2),总道路密度(km/km2),快线长度（m）,普通线长度（m）,晚班车长度（m）,支线长度（m）,住宅POI集聚水平（签到次数/km2）,政府机构POI集聚水平（签到次数/km2）,娱乐POI集聚水平（签到次数/km2）,未知分类POI集聚水平（签到次数/km2）,旅游景点POI集聚水平（签到次数/km2）,酒店宾馆POI集聚水平（签到次数/km2）,金融POI集聚水平（签到次数/km2）,教育POI集聚水平（签到次数/km2）,交通设施POI集聚水平（签到次数/km2）,地点标志POI集聚水平（签到次数/km2）,飞机场POI集聚水平（签到次数/km2）,公共设施POI集聚水平（签到次数/km2）,公司POI集聚水平（签到次数/km2）,购物POI集聚水平（签到次数/km2）,公交线路长度（m）,公交线路密度（km/km2）,公交线网长度,公交线网密度(km/km2),轨道线路长度,轨道线网密度(km/km2),建成环境FAC1_1,建成环境FAC2_1,建成环境FAC3_1,建成环境综合评分,人口（人）,人口密度（人/km2）,小汽车可达性（分钟）,公交可达性（分钟）,延时指数,300m内公交站300m服务面积,餐饮300m内公交站服务范围内POI（签到次数/km2）,地点标志300m内公交站服务范围内POI（签到次数/km2）,飞机场300m内公交站服务范围内POI（签到次数/km2）,公共设施300m内公交站服务范围内POI（签到次数/km2）,公司300m内公交站服务范围内POI（签到次数/km2）,购物300m内公交站服务范围内POI（签到次数/km2）,交通设施300m内公交站服务范围内POI（签到次数/km2）,教育300m内公交站服务范围内POI（签到次数/km2）,金融300m内公交站服务范围内POI（签到次数/km2）,酒店宾馆300m内公交站服务范围内POI（签到次数/km2）,旅游景点300m内公交站服务范围内POI（签到次数/km2）,未知分类300m内公交站服务范围内POI（签到次数/km2）,娱乐300m内公交站服务范围内POI（签到次数/km2）,政府机构300m内公交站服务范围内POI（签到次数/km2）,住宅300m内公交站服务范围内POI（签到次数/km2）,餐饮集聚300m内公交站服务范围内POI（签到次数/km2）,地点标志集聚300m内公交站服务范围内POI（签到次数/km2）,飞机场集聚300m内公交站服务范围内POI（签到次数/km2）,公共设施集聚300m内公交站服务范围内POI（签到次数/km2）,公司集聚300m内公交站服务范围内POI（签到次数/km2）,购物集聚300m内公交站服务范围内POI（签到次数/km2）,交通设施集聚300m内公交站服务范围内POI（签到次数/km2）,教育集聚300m内公交站服务范围内POI（签到次数/km2）,金融集聚300m内公交站服务范围内POI（签到次数/km2）,酒店宾馆集聚300m内公交站服务范围内POI（签到次数/km2）,旅游景点集聚300m内公交站服务范围内POI（签到次数/km2）,未知分类集聚300m内公交站服务范围内POI（签到次数/km2）,娱乐集聚300m内公交站服务范围内POI（签到次数/km2）,政府机构集聚300m内公交站服务范围内POI（签到次数/km2）,住宅集聚300m内公交站服务范围内POI（签到次数/km2）,FAC1_1公交站点服务范围,FAC2_1公交站点服务范围,FAC3_1公交站点服务范围,,0时签到总数,1时签到总数,2时签到总数,3时签到总数,4时签到总数,5时签到总数,6时签到总数,7时签到总数,8时签到总数,9时签到总数,10时签到总数,11时签到总数,12时签到总数,13时签到总数,14时签到总数,15时签到总数,16时签到总数,17时签到总数,18时签到总数,19时签到总数,20时签到总数,21时签到总数,22时签到总数,23时签到总数,签到总数总计
233,0.943854,21,22.2492038,1,1.059485895,11,12,7729.750707,0,541.6397099,0,8271.390417,8.189561846,0,0.573859633,0,8.763421479,965.7058541,2401.911024,878.194808,3183.486945,823.2205405,2.11897179,276.5258186,9.535373056,1.059485895,447.1030477,1.059485895,51.91480886,699.2606907,678.0709728,0,246.8602135,46.61737938,16.95177432,47272.8599,50.08492828,3743.889642,3.966598268,892.3109765,0.945390894,0.22360286,-0.054051281,0.097639611,0.13088347,11830.90056,12534.67227,2222.777778,7522.475119,3.384267736,2.6101251,476,676,,603,54,39,985,142,2,544,1,81,389,5,1258,182.3667379,258.9914177,0,231.0234096,20.68866354,14.94181256,377.376548,54.40352265,0.766246798,208.419129,0.383123399,31.03299532,149.0350022,1.915616995,481.9692359,-0.191640704,-0.167139651,0.089736532,-0.13246685,276,159,97,52,26,31,37,62,116,126,133,125,135,135,141,122,127,138,151,175,189,214,270,361,3398
234,0.664675,12,18.05393613,2,3.008989356,26,34,4298.578468,546.9484356,1847.098507,0,6692.625411,6.467188427,0.82288101,2.778949873,0,10.06901931,538.1777404,3060.623403,1816.179446,0,3460.337759,0,965.8855832,547.6360627,0,436.3034566,6.017978711,1.504494678,490.465265,16.54944146,0,3209.087148,200.0977922,528.0776319,85810.82891,129.1019354,2579.356433,3.880628026,1254.831939,1.887887973,0.48675436,2.735021148,1.574217192,1.251638245,17247.04175,25948.08252,1703.315195,6125.258163,3.596080268,1.5694532,512,19,,2147,142,393,1782,365,4,326,,2377,671,,2476,326.2282685,12.10612715,0,1367.992368,90.47737135,250.4056827,1135.427294,232.5650743,2.548658348,207.7156554,0,1514.540223,427.5374379,0,1577.619517,0.325558025,0.706303237,1.449389762,0.621843167,550,363,207,96,83,50,58,140,242,233,249,320,297,267,242,233,269,239,302,296,342,432,610,725,6845
235,2.110645,43,20.37291918,6,2.842732909,21,31,12033.58786,1884.497938,7449.502014,0,21367.58781,5.70137937,0.892854051,3.529490755,0,10.12372418,6180.129521,9504.048586,2396.337806,2983.603178,128.3967697,0,984.533164,7835.993263,0,4386.810667,27.95354027,4.264099363,777.0136617,21.79428563,0,4806.113771,131.7132914,4408.604953,198476.5435,94.03596695,11754.39145,5.569099234,8901.473288,4.217418508,3.706932296,6.656179579,0.631226759,3.769648246,53144.95423,25179.48505,1810.279835,6155.269257,3.400175563,4.2703452,3966,114,,12422,427,9853,2204,566,66,9433,,19826,2766,,4208,928.7305392,26.69573411,0,2908.898325,99.99191634,2307.307615,516.117526,132.5419781,15.45542501,2208.954911,0,4642.716003,647.7228117,0,985.4004309,2.925433244,1.799413793,3.261462982,2.75139636,2063,1200,734,434,250,193,258,480,1213,2174,2797,3195,3152,3655,3573,3525,3594,3336,3024,3096,3021,2910,2694,2457,53028
236,1.213008,23,18.96112804,1,0.824396871,18,33,7804.736893,844.8621288,943.5626803,0,9593.161702,6.434200676,0.696501696,0.777870121,0,7.908572493,1896.906831,3348.374966,1762.776125,1966.569688,600.9853191,0,294.309683,1005.764183,23.08311239,28.85389049,1.648793742,51.93700289,77.4933059,82.43968712,0,855.7239524,23.08311239,2488.029757,74630.60209,61.52523486,3367.687127,2.776310731,1418.439264,1.169356891,0.961725665,1.107956843,-0.210263734,0.751833877,29881.50257,24634.21723,1777.88843,6988.379706,3.930718929,2.9388869,2845,3256,,1433,45,3345,1434,318,7,1580,28,17783,819,7,2617,968.0535852,1107.902451,0,487.5995738,15.31191963,1138.186025,487.9398387,108.204232,2.381854164,537.6185113,9.527416656,6050.930371,278.6769372,2.381854164,890.4731924,0.870014418,-0.232504396,0.313499815,0.5296849,534,351,243,135,107,75,94,133,255,337,356,361,369,428,373,321,345,313,387,472,511,655,615,650,8420
237,1.286344,22,17.10273457,0,0,,,8652.768907,0,3160.05397,0,11812.82288,6.726636815,0,2.456616558,0,9.183253373,1950.004412,1993.310043,186.808357,4609.900461,1769.355631,0,36.53766022,522.4108015,2.332191078,2221.8007,1.554794052,230.1095197,452.4450691,974.8558706,0,32.65067509,14.77054349,2234.239053,86106.99417,66.93932118,5908.908877,4.593568188,,,1.290342124,1.008825046,-0.426454885,0.864326384,32288.06653,25100.6469,1657.813142,6344.563605,3.827067987,3.0866315,1407,1748,,6867,163,9125,1233,322,6,3522,41,3105,282,,3410,455.8367269,566.3131475,0,2224.755368,52.80837703,2956.29718,399.4645943,104.320843,1.943866639,1141.049717,13.2830887,1005.950986,91.36173204,0,1104.764207,1.748093209,1.328402314,2.881729088,1.876706492,934,543,321,222,125,89,110,204,355,358,377,409,521,472,431,387,360,433,501,511,629,758,1030,1093,11173
238,1.674125,16,9.55723139,1,0.597326962,25,28,2772.946527,0,1282.408674,0,4055.355201,1.656355724,0,0.766017277,0,2.422373001,1934.793801,2478.903626,1083.368405,749.6373595,83.0284477,0,4.778615695,579.407153,0,315.9859628,0,24.49040544,3.583961771,8.959904428,0,2.986634809,13.14119316,11.94653924,74117.59619,44.27243855,1105.72703,0.660480567,1943.131946,1.160685102,-0.169263582,-0.171808533,-0.216053894,-0.179648104,41713.7754,24916.76273,1752.015432,5887.83197,3.360605085,2.4883981,1203,187,,6553,1430,6073,632,18,3,2637,27,1907,445,,1426,483.4435455,75.1487473,0,2633.421075,574.6668911,2440.525895,253.978654,7.233569259,1.205594876,1059.717896,10.85035389,766.3564765,178.8299067,0,573.0594313,1.87007304,4.374379068,1.881756603,2.402869121,74,34,24,7,6,8,13,21,84,114,123,109,120,133,90,87,110,107,118,81,100,84,108,71,1826
239,2.07167,47,22.68701096,8,3.861618887,20,32,6429.754681,4834.220279,5115.341961,0,16379.31692,3.103657765,2.333489542,2.469187641,0,7.906334948,5702.178642,8475.910964,3435.250134,2268.335806,325.8240936,0.482702361,902.6534149,2157.679553,158.8090767,21.23890388,8.688642496,1189.378617,93.16155565,196.9425632,0,1274.334233,18.34268971,3337.404123,205049.4256,98.97784184,10052.43472,4.852333974,11845.55856,5.717879081,0.876284539,1.374824289,-0.141557186,0.782854563,50537.84327,24394.73626,1680.987654,6373.683367,3.791630088,4.5487013,3853,467,,12478,372,16763,576,2881,78,7966,820,9873,3744,1,1747,847.0549605,102.6666666,0,2743.20057,81.78158456,3685.227693,126.6295503,633.3675944,17.1477516,1751.269093,180.2712348,2170.509635,823.0920769,0.219842969,384.0656673,2.973189174,1.400650003,3.114143994,2.667131176,558,252,148,97,66,59,112,260,619,945,1094,1166,1194,1406,1603,1716,1781,1560,1300,1231,1155,1027,883,750,20982
240,3.134331,8,2.552378801,0,0,,,271.9373396,0,4888.246045,0,5160.183385,0.086760888,0,1.559581947,0,1.646342835,2862.199559,4489.422543,26.30797722,0,0,0,1.595236751,341.699712,0,0,0,0,1.914284101,0.6380947,0,8.933325804,0,0,81780.71684,26.091921,598.4611037,0.190937429,,,-0.361337791,-0.261367552,-0.304517306,-0.325558083,,,1916.670782,7629.656783,3.980681948,1.7920038,94,4,,3851,1,53,8,,,,,1120,242,,,52.45524591,2.232138124,0,2148.990979,0.558034531,29.57583014,4.464276248,0,0,0,0,624.9986747,135.0443565,0,0,-0.008241306,0.875032373,3.081588925,0.77170052,24,10,3,4,1,3,10,28,28,17,27,43,42,50,59,83,126,124,105,85,97,81,60,49,1159
241,1.033451,13,12.57921275,0,0,,,5382.246059,0,801.1022934,0,6183.348352,5.208032175,0,0.775172014,0,5.983204189,0,1518.690755,0,1.48776255,174.1737151,0,2.902895251,1132.129148,724.756181,1.935263501,0,0,16.44973976,7.741054003,0,242.8755693,298.9982108,6.773422252,33749.04115,32.65664376,1820.63307,1.761702364,,,-0.402215664,-0.058236223,2.142334728,0.211680476,10035.26354,9710.439624,1936.369342,7641.317655,3.946208757,1.7888741,155,683,,846,13,184,203,36,4,723,736,1439,231,10,409,86.64667905,381.8043986,0,472.9231644,7.267140823,102.8579932,113.479199,20.12438997,2.23604333,404.1648319,411.4319728,804.4165881,129.1315023,5.590108326,228.6354305,-0.057760656,-0.025888816,0.479862462,0.052140307,175,78,38,31,10,12,36,93,126,106,98,115,131,119,116,127,115,141,119,131,161,188,209,232,2707
242,6.650571,9,1.353267261,0,0,,,18202.7391,6208.271447,0,4013.350639,28424.36119,2.737018987,0.933494499,0,0.603459558,4.273973045,0,0,0,1906.087593,2.255445435,0,0.150363029,5.262706014,0,0,0,0.300726058,6.014521159,0.751815145,0,2.556171493,1.954719377,0,22719.61967,3.416190831,3485.904119,0.524151102,,,-0.370607129,-0.267494393,-0.288657254,-0.328825605,,,2362.311088,7536.388435,3.190260789,1.9689094,6,4,,17,2,20,40,,,1,,41,,,89,3.047372317,2.031581545,0,8.634221564,1.015790772,10.15790772,20.31581545,0,0,0.507895386,0,20.82371083,0,0,45.20268937,-0.543691826,-0.326341335,-0.061560282,-0.405150409,7,3,4,3,1,4,3,6,7,5,9,7,3,9,2,7,8,9,8,4,6,6,4,5,130
243,30.139896,47,1.559394896,2,0.06635723,10,12,28418.00521,2455.802385,8836.418957,5035.047121,44745.27367,0.942870049,0.081480121,0.293180141,0.167055889,1.4845862,0,15545.09401,0,3844.634025,6.40347266,0,5.009970837,213.6702794,0,17.98280923,0,0.232250304,53.55028431,16.85473633,3076.553416,2.455217496,157.0012053,2.6874678,294346.5134,9.766009592,23407.80666,0.776638601,2422.133091,0.080363021,-0.360215502,-0.288132349,0.973876469,-0.064245059,79446.17596,2635.914071,2145.233539,8338.335037,3.88691249,8.0301237,81,478,1877,229,5215,154,2424,151,2,925,,1744,91,,732,10.08701771,59.52585762,233.7448426,28.51761798,649.4295972,19.17778676,301.8633449,18.80419351,0.249062166,115.1912517,0,217.1822085,11.33232854,0,91.15675267,-0.238195936,3.258243928,-2.011004754,0.162378151,3295,2153,1265,701,597,1417,3524,4036,4493,5117,5673,5857,6266,6258,5951,6014,5971,5487,5940,6040,6128,5588,5194,4238,107203
244,3.425355,41,11.96956228,0,0,,,3880.169458,0,4997.800266,0,8877.969724,1.13277878,0,1.459060525,0,2.591839305,0,4351.644471,0,7590.54389,227.7136238,0,36.78450847,76.48842237,2.043583804,9.050156845,0.291940543,22.1874813,1558.962502,970.1184257,0,70.94155204,58.09616813,266.5417161,85389.71617,24.92872014,9333.348964,2.724782968,,,-0.028187906,-0.153445906,0.147636333,-0.02140886,33965.71163,9915.96831,2252.399931,8688.696159,3.857528159,5.1405058,1693,3331,,247,291,891,5972,85,6,4049,7,443,443,9,792,329.3450228,647.9907094,0,48.04974639,56.60921538,173.3292471,1161.753382,16.53533783,1.167200317,787.6656807,1.361733703,86.17829008,86.17829008,1.750800476,154.0704419,0.258711974,0.037952535,-0.379626036,0.089474695,993,472,227,148,97,82,132,281,402,460,525,559,599,526,536,579,585,618,654,573,764,861,1050,1172,12895
245,3.278912,44,13.41908536,1,0.304979213,13,15,9219.920206,4757.543336,4310.219233,0,18287.68278,2.811884005,1.450951821,1.314527268,0,5.577363093,2168.856122,6478.85656,0,6708.250317,146.6950013,2.744812914,99.42322331,138.7655417,0,1325.744637,1.524896063,2.744812914,83.25932504,19.51866961,989.3525657,50.32157008,66.18048914,23.78837858,176647.5595,53.87383359,10022.93647,3.056787272,,,0.463479199,0.12076387,0.176894456,0.321641598,29660.86286,9045.946601,2266.846708,9801.378664,4.323794207,5.6185021,1655,1856,2967,328,270,848,771,21,6,5009,7,925,354,9,676,294.5624956,330.3371552,528.0766915,58.37854897,48.05551287,150.9299071,137.2251868,3.737651001,1.067900286,891.5187555,1.245883667,164.6346274,63.00611688,1.601850429,120.3167656,0.290463769,0.038910167,-0.343047274,0.115629326,615,390,216,136,89,88,115,325,322,267,289,337,376,386,343,328,367,394,456,621,727,730,944,1080,9941
246,1.591745,13,8.167137324,0,0,,,0,774.9629212,601.2399574,2459.044034,3835.246913,0,0.486863738,0.377723792,1.544873101,2.409460631,1477.143645,1093.896564,0,1757.588903,0,0,0,4.397689328,0,98.00564789,0,3.769447996,11.93658532,6.910654659,0,1.256482665,20.10372264,115.5964052,43004.94775,27.01748568,1862.907975,1.170355789,,,-0.299564839,-0.211015807,-0.152682924,-0.247700038,10556.20304,6631.843065,2771.206333,11799.15871,4.257769827,2.3708103,39,20,2513,4,62,397,228,8,3,4207,,289,8,,,16.45007194,8.43593433,1059.975149,1.687186866,26.15139642,167.4532965,96.16965136,3.374373732,1.26539015,1774.498786,0,121.8992511,3.374373732,0,0,0.666966599,0.151185132,-0.459226419,0.341633578,35,9,5,2,4,3,7,14,6,7,9,24,30,22,15,13,16,32,29,19,20,32,26,44,423
247,1.601403,23,14.36240597,2,1.248904867,30,30,5248.983451,0,3509.929041,793.8970596,9552.809552,3.277740488,0,2.19178373,0.495750951,5.965275169,4647.374031,7498.403039,1543.631401,3129.152123,53.70290926,0,146.1218694,59.32298116,0,2.497809733,0,5.620071899,631.9458625,1.8733573,0,11.2401438,131.135011,3.7467146,173367.7683,108.2599248,6880.770169,4.296713675,4300.562463,2.685496694,-0.253231344,-0.371121395,0.787098644,-0.06406925,31489.27156,19663.55225,1855.261364,6679.951745,3.600544848,2.9570751,555,14,,3909,239,4563,1352,3,8,587,1,3759,394,1,732,187.6854599,4.734407997,0,1321.914347,80.82310794,1543.078835,457.2085437,1.014515999,2.705375998,198.5069639,0.338172,1271.188547,133.2397679,0.338172,247.5419038,0.448309287,0.803596932,1.588194694,0.742282919,73,39,24,15,4,5,8,38,82,91,86,89,103,119,98,92,78,117,112,102,107,73,67,97,1719
248,1.11877,22,19.66445293,2,1.787677539,30,30,6489.984892,530.5616605,2145.26314,627.3720449,9793.181737,5.801000109,0.474236582,1.917519365,0.560769457,8.753525512,617.0514372,1195.258212,603.0690312,2155.770931,533.6217453,0.893838769,14.30142031,1056.517425,8.938387694,2172.922048,0,9.832226463,8.938387694,1.787677539,0,48.26729355,8.938387694,97.42842586,93997.46557,84.01857894,3764.054575,3.364457909,22.10706493,0.019760152,0.941931558,0.461615799,-0.357651506,0.555540857,24758.44441,22130.05748,1760.930785,6864.063655,3.897974704,2.5530705,511,227,,152,227,4157,1168,3,8,631,1,551,652,1,472,200.1511513,88.91254668,0,59.5361546,88.91254668,1628.235491,457.4883459,1.175055683,3.133481821,247.1533786,0.391685228,215.8185604,255.3787684,0.391685228,184.8754275,0.29713499,0.019232456,-0.389122917,0.106598527,347,165,85,29,25,18,38,77,197,243,230,236,217,225,231,233,205,243,216,252,296,259,297,286,4650
249,3.393512,34,10.01911884,3,0.884039897,13,17,10591.90462,357.9214863,4943.300625,1938.236816,17831.36355,3.121222091,0.105472291,1.456691659,0.571159559,5.2545456,1062.36457,3195.321267,43.2642731,5327.741533,275.820448,0,83.39443031,429.9380701,2.06275976,147.6346629,0,86.04655,28.28927671,87.51994983,0,160.0112214,1362.305482,165.3154608,110205.5808,32.47537677,9353.352053,2.756245463,4155.835416,1.224641438,-0.09150705,-0.272809428,10.786936,2.137964378,37617.21276,11085.03897,1951.465021,6917.866394,3.544960488,5.3051901,2402,1574,,280,4662,619,336,91,1,5444,12,2632,548,,2183,452.7641714,296.6905936,0,52.77850458,878.7621013,116.6781941,63.3342055,17.15301399,0.188494659,1026.164925,2.261935911,496.1179431,103.2950733,0,411.4838411,0.750861384,4.564936977,-2.914334018,0.855660102,450,260,120,62,39,28,47,81,192,307,310,414,493,618,575,700,711,714,640,720,782,820,816,736,10635
250,1.508723,19,12.59343166,0,0,,,1643.51707,247.2675529,1454.405736,1173.385147,4518.575506,1.089343153,0.163891949,0.963997855,0.777733982,2.99496694,1212.188203,3016.945397,0,1908.987911,389.7335694,0,153.1096165,710.5346707,6.628121928,19.88436578,0,44.40841692,17.89592921,0.662812193,0,124.6086923,8.616558507,654.1956343,59664.81096,39.54656419,3193.076877,2.116410287,,,0.044884652,-0.059496673,-0.251605924,-0.042024197,26061.29596,17273.74472,1840.440871,6905.63677,3.752164429,2.6392281,654,219,,321,46,1012,29,92,,296,154,1144,528,,747,247.799726,82.97880733,0,121.626471,17.42933853,383.4454476,10.98806124,34.85867705,0,112.1540044,58.35039419,433.4600711,200.0584944,0,283.0373017,-0.123497993,-0.31951571,-0.068324556,-0.154439698,158,97,35,17,16,7,28,60,107,135,171,178,173,245,254,208,193,194,210,230,266,345,223,200,3750
251,1.229611,16,13.01224534,1,0.813265334,25,42,9969.36377,0,2523.04642,0,12492.41019,8.107737951,0,2.051906188,0,10.15964414,3935.268864,2435.92596,2435.402062,940.9056763,199.2500067,0,1024.71432,1924.185779,0,1438.666375,13.01224534,4.066326668,694.5285948,1517.553112,0,3010.708265,1298.784738,5539.150187,125645.542,102.1831636,2865.281757,2.330234324,2006.453941,1.631779434,2.080704837,3.95080188,10.17916842,4.219954867,31084.78455,25280.17767,1845.024364,8863.931053,4.804235232,2.0623903,1558,1644,,3720,1686,7856,879,11,27,1826,12,6166,791,,809,755.4341193,797.1333069,0,1803.7323,817.4980264,3809.172299,426.2044871,5.333617017,13.09160541,885.3804248,5.818491291,2989.734775,383.535551,0,392.2632879,2.261148871,4.972890683,-0.149837963,2.373075023,1007,627,356,150,119,83,119,265,778,1146,1110,1159,1263,1407,1127,1176,1248,1305,1171,1132,1127,1260,1257,1259,21651
252,8.622168,8,0.927840886,0,0,,,0,1385.918559,762.2619189,1408.132373,3556.312851,0,0.160738988,0.088407222,0.163315349,0.412461558,1331.83875,1407.784275,0,1169.922425,0,0,0,0,16.35319562,0,0,0,14.14957352,116.3280511,0,0.579900554,0.115980111,0,41220.03589,4.78070433,5850.838081,0.678580849,,,-0.368170191,-0.269196028,-0.303876874,-0.331067401,18791.37489,2179.425742,2155.203704,8546.415133,3.965479048,1.3108243,34,1003,,2,33,4,150,,,,,,,,,25.93787741,765.1673836,0,1.525757495,25.17499866,3.051514989,114.4318121,0,0,0,0,0,0,0,0,-0.526273837,-0.20277173,-0.14767039,-0.385107393,75,42,29,12,6,3,18,29,53,54,61,66,101,56,53,47,45,63,54,43,71,97,102,126,1306
253,46.984348,38,0.808779979,0,0,,,15598.71859,5545.02081,1214.86467,5763.519978,28122.12405,0.331998192,0.118018469,0.025856795,0.122668936,0.598542392,2811.373595,10610.11215,0,355.9322122,5.086800396,0,17.02694693,3.745928325,34.5221349,5.214502498,0.021283684,6.746927722,33.99004281,0.489524724,53.48589705,12.62122441,4.06518358,11.49318918,193947.2817,4.127912591,17804.02497,0.378935235,,,-0.355035419,-0.263531625,-0.269101688,-0.315197866,91166.54769,1940.359962,2162.406186,10847.75888,5.016522312,7.1562934,45,6,2513,24,233,22,1646,207,1,17,54,111,4,,174,6.288171472,0.838422863,351.1594424,3.353691451,32.55875451,3.074217164,230.0073387,28.92558877,0.139737144,2.375531445,7.545805766,15.51082296,0.558948575,0,24.31426302,-0.532870272,-0.156955155,-0.165615044,-0.382777634,459,224,109,58,69,73,156,491,347,287,247,297,947,555,301,334,314,408,455,335,501,749,624,552,8892
254,15.494638,41,2.646076662,0,0,,,4179.27002,4982.668962,369.8746486,3630.024757,13161.83839,0.269723631,0.321573757,0.023871138,0.23427619,0.849444717,3657.071098,3322.144059,0,3219.138408,37.56138091,0,0.774461462,0.516307641,0,0.064538455,0,0.322692276,7.938229986,0.903538372,0,3.420538124,6.711999338,2.00069211,77265.74971,4.986612124,13516.33958,0.872323676,,,-0.36948006,-0.267160928,-0.249906828,-0.32002769,44821.31367,2892.698343,2241.441478,9275.37585,4.138129833,6.3789401,658,4740,,87,259,224,1241,18,,266,,35,2456,,328,103.1519327,743.0701536,0,13.6386294,40.60235649,35.11555156,194.5464263,2.821785393,0,41.69971748,0,5.486804932,385.0169404,0,51.4192005,-0.283538921,-0.344379836,-0.361252204,-0.311341695,54,30,19,10,7,8,13,23,38,28,35,36,47,48,35,38,39,41,39,57,39,77,101,92,954
255,2.857298,37,12.94929685,2,0.699961992,14,17,9625.300217,1331.387058,963.3602483,2024.251589,13944.29911,3.368672157,0.465960169,0.337157779,0.708449587,4.880239692,1929.807104,7625.942556,0,5386.689846,59.84675032,0,1.399923984,11.19939187,0,136.1426075,0,20.99885976,230.2874954,3.49980996,0,1.049942988,100.7945269,12.94929685,130827.9575,45.78729886,9989.536407,3.496147902,3079.392273,1.077728775,-0.135046883,-0.239254674,0.49965849,-0.027359684,31079.99725,10877.40839,1856.232167,7168.011929,3.861592346,4.9879131,877,672,,158,203,253,984,141,,1014,36,1585,29,,183,175.8250359,134.7256832,0,31.67657432,40.69838346,50.72261584,197.2768932,28.26833531,0,203.2914326,7.217447313,317.7681664,5.81405478,0,36.68869051,-0.282219056,-0.094215836,-0.20344964,-0.227281613,163,45,19,10,8,12,14,130,161,91,74,96,292,170,107,86,73,201,100,75,83,107,140,157,2414
256,4.896821,22,4.492710679,0,0,,,9981.884468,336.7991622,229.5418493,3549.411376,14097.63686,2.03844177,0.068779145,0.046875687,0.724839927,2.87893653,4565.743532,1413.722419,0,4248.53292,17.15398623,0,4.492710679,35.73747131,10.21070609,2.654783583,0,0,19.40034157,3.47164007,0,354.1072872,23.484624,0.204214122,63647.89548,12.99779908,7359.11057,1.502834302,,,-0.412105182,0.09860475,-0.095649282,-0.223850135,15187.23074,3101.446988,2158.031959,8976.239071,4.159456042,3.7706819,158,21,,33,153,322,182,94,,646,52,24,44,2,518,41.90223524,5.569284431,0,8.751732677,40.57621514,85.39569461,48.26713174,24.92917793,0,171.3217973,13.79060907,6.364896493,11.6689769,0.530408041,137.3756826,-0.372796184,-0.091442128,-0.218361052,-0.283566295,147,82,45,20,15,10,30,71,93,103,106,102,117,98,87,99,115,137,95,116,136,139,160,183,2306
257,7.411842,33,4.452334521,0,0,,,20546.10046,3500.366501,1375.625735,2981.560171,28403.65287,2.772064011,0.472266746,0.185598362,0.402269796,3.832198915,545.1852431,9967.722714,0,3893.172658,131.6811664,0,50.59471046,11.73797283,2.833303786,59.36446028,0.134919228,9.714184409,226.6643029,70.15799851,0,3.103142242,31.30126087,9.714184409,219138.6636,29.5660193,13778.72081,1.859014373,,,-0.292799352,-0.28343268,-0.045458438,-0.238882403,49068.11039,6620.231569,2292.452921,8514.781079,3.714266496,6.1396155,362,537,,314,828,5488,2151,74,1,76,21,1238,326,,1288,58.96134701,87.46476062,0,51.14326785,134.8618655,893.8670508,350.3476724,12.05287204,0.162876649,12.37862534,3.420409633,201.6412917,53.09778764,0,209.7851242,-0.19709214,0.379253524,-0.4114194,-0.116118469,376,187,89,57,42,33,44,124,132,152,193,218,267,183,180,171,196,195,189,239,232,267,386,458,4610
258,1.511102,7,4.632380872,0,0,,,1671.696284,1189.26368,0,1141.672364,4002.632328,1.10627627,0.787017475,0,0.755523032,2.648816776,740.0883435,3270.233998,0,0,0,0,5.294149568,11.25006783,0,1.323537392,0,4.632380872,379.8552315,5.294149568,0,58.23564524,13.89714262,0.661768696,56285.60286,37.24805001,5198.918937,3.440481805,,,-0.369406906,-0.213249331,-0.188159572,-0.294193337,15124.64887,10009.01916,2273.78125,10779.39614,4.740735785,1.5991879,11,10,,78,95,,590,10,,1,,19,,,8,6.878491264,6.253173877,0,48.77475624,59.40515183,0,368.9372587,6.253173877,0,0.625317388,0,11.88103037,0,0,5.002539101,-0.51626,0.017721217,-0.178037331,-0.338251486,75,43,21,14,7,7,7,22,24,25,24,21,33,25,23,15,27,27,26,43,44,54,61,69,737
259,2.081478,4,1.921711399,0,0,,,0,0,0,738.5726132,738.5726132,0,0,0,0.354830853,0.354830853,97.19790506,274.7497688,0,1036.802818,0,0,0,0,0,0.48042785,0,56.69048628,0.48042785,0.48042785,0,0,0.9608557,0,10160.18317,4.881234956,1383.462316,0.664653826,,,-0.368514703,-0.269792506,-0.297013849,-0.329966302,9502.500755,4565.266006,2273.500344,9061.284052,3.985609272,0.6789985,,,,,,,,118,,2,,5,,,,0,0,0,0,0,0,0,173.7853618,0,2.945514607,0,7.363786518,0,0,0,-0.548659366,-0.335858439,-0.071766463,-0.412086923,6,1,0,0,0,0,2,3,5,6,3,8,8,6,4,4,6,4,5,7,9,10,15,17,129
